Tipo_Prenda,Género,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesión,Género_Incluyente,Calidad
Chaqueta,Dama,Rojo,Formal,Marca B,1291.23,44,14,21,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Verde,Deportivo,Marca D,1115.45,40,3,22,Ciencias Sociales y Humanidades,HombreMujer,Regular
Vestido,Caballero,Rojo,Casual,Marca D,1052.47,43,5,27,Ciencias Sociales y Humanidades,Mujer,Mala
Camisa,Dama,Azul,Formal,Marca A,309.18,44,13,28,Ciencias de la Salud,Mujer,Regular
Chaqueta,Caballero,Verde,Casual,Marca B,1110.66,36,0,30,Artes,Mujer,Buena
Vestido,Dama,Rojo,Casual,Marca C,724.8,37,17,27,Ingeniería,Mujer,Buena
Pantalón,Dama,Negro,Deportivo,Marca C,439.44,39,8,26,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Dama,Blanco,Formal,Marca A,1348.69,33,19,26,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Blanco,Deportivo,Marca B,1128.47,38,6,21,Ingeniería,Mujer,Buena
Vestido,Caballero,Azul,Formal,Marca D,1398.88,42,3,26,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Negro,Deportivo,Marca C,1157.45,41,18,22,Ciencias de la Salud,HombreMujer,Buena
Camisa,Dama,Azul,Formal,Marca D,565.18,33,19,24,Educación,Mujer,Buena
Vestido,Caballero,Blanco,Deportivo,Marca C,833.02,41,10,22,Ingeniería,HombreMujer,Buena
Pantalón,Caballero,Verde,Casual,Marca C,285.75,39,4,26,Ciencias de la Salud,Hombre,Buena
Chaqueta,Caballero,Blanco,Casual,Marca C,785.93,34,19,29,Artes,Hombre,Buena
Pantalón,Dama,Negro,Casual,Marca D,732.16,42,12,24,Educación,Mujer,Mala
Pantalón,Caballero,Blanco,Casual,Marca A,218.43,36,0,24,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Azul,Deportivo,Marca C,1591,38,16,28,Ingeniería,Mujer,Buena
Falda,Caballero,Azul,Deportivo,Marca A,893.08,36,7,23,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Verde,Deportivo,Marca A,1559.85,45,11,27,Artes,Hombre,Mala
Pantalón,Dama,Negro,Casual,Marca B,507.27,38,2,23,Educación,Hombre,Regular
Pantalón,Caballero,Rojo,Formal,Marca C,1089.7,42,15,20,Deportes,Hombre,Buena
Vestido,Caballero,Blanco,Formal,Marca A,428.16,39,4,21,Deportes,Mujer,Buena
Camisa,Dama,Azul,Casual,Marca D,1005.42,38,11,29,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Dama,Verde,Casual,Marca B,1077.04,41,9,23,Educación,HombreMujer,Buena
Camisa,Dama,Negro,Deportivo,Marca B,1491.66,44,14,28,Educación,Hombre,Buena
Pantalón,Caballero,Verde,Casual,Marca B,1683.06,42,13,22,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Caballero,Negro,Casual,Marca B,1904.11,35,16,20,Artes,Mujer,Buena
Camisa,Caballero,Azul,Deportivo,Marca C,1379.12,41,14,24,Artes,Mujer,Mala
Camisa,Caballero,Negro,Casual,Marca B,913.1,38,19,30,Ingeniería,Hombre,Buena
Camisa,Caballero,Azul,Formal,Marca A,1150.74,33,10,21,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Rojo,Formal,Marca C,676.16,35,9,26,Deportes,HombreMujer,Buena
Chaqueta,Dama,Verde,Formal,Marca A,1776.11,40,6,22,Artes,Mujer,Buena
Camisa,Caballero,Negro,Casual,Marca C,460.82,35,13,30,Deportes,HombreMujer,Buena
Pantalón,Dama,Blanco,Casual,Marca C,631.08,38,19,26,Deportes,Hombre,Buena
Chaqueta,Caballero,Verde,Deportivo,Marca D,670.4,45,9,26,Artes,Hombre,Buena
Vestido,Dama,Azul,Formal,Marca A,545.7,34,1,25,Ingeniería,HombreMujer,Mala
Pantalón,Dama,Azul,Deportivo,Marca B,1179.17,37,12,28,Educación,Mujer,Regular
Falda,Caballero,Negro,Deportivo,Marca C,1178.92,41,1,25,Deportes,Mujer,Regular
Pantalón,Caballero,Azul,Casual,Marca A,396.81,44,17,26,Ingeniería,Mujer,Regular
Camisa,Caballero,Rojo,Deportivo,Marca D,1425.63,40,14,26,Deportes,Mujer,Buena
Vestido,Dama,Verde,Formal,Marca C,982.77,42,15,25,Educación,HombreMujer,Regular
Pantalón,Caballero,Negro,Casual,Marca D,916.47,38,4,30,Ingeniería,Hombre,Mala
Vestido,Caballero,Negro,Casual,Marca B,583.89,39,16,21,Ciencias Sociales y Humanidades,HombreMujer,Mala
Vestido,Caballero,Negro,Casual,Marca A,374.97,34,10,23,Ciencias Sociales y Humanidades,Hombre,Mala
Chaqueta,Caballero,Negro,Casual,Marca A,1755.03,32,8,22,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Dama,Verde,Formal,Marca B,635.06,33,3,22,Artes,Hombre,Buena
Camisa,Dama,Blanco,Formal,Marca C,592.09,32,18,22,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Caballero,Negro,Formal,Marca A,737.26,44,3,30,Ingeniería,Mujer,Buena
Vestido,Caballero,Rojo,Deportivo,Marca B,1087.42,40,7,20,Ciencias de la Salud,Mujer,Buena
Pantalón,Caballero,Negro,Casual,Marca C,819.4,38,2,27,Ciencias de la Salud,Hombre,Regular
Falda,Caballero,Rojo,Deportivo,Marca C,1097.67,39,12,30,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Caballero,Rojo,Deportivo,Marca C,291.61,40,2,25,Artes,Hombre,Buena
Pantalón,Caballero,Blanco,Casual,Marca A,464.19,38,7,25,Educación,HombreMujer,Buena
Pantalón,Dama,Azul,Formal,Marca C,1884.96,43,1,26,Ingeniería,HombreMujer,Buena
Falda,Dama,Verde,Deportivo,Marca A,1203.9,36,16,23,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Dama,Blanco,Casual,Marca D,1775.68,37,15,28,Artes,Mujer,Buena
Chaqueta,Dama,Blanco,Formal,Marca A,751,37,4,20,Ingeniería,Mujer,Regular
Camisa,Caballero,Negro,Casual,Marca A,1843.45,36,17,30,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Verde,Casual,Marca D,210.72,39,18,20,Deportes,Hombre,Buena
Pantalón,Caballero,Rojo,Casual,Marca A,643.63,32,9,26,Ingeniería,Mujer,Buena
Chaqueta,Dama,Azul,Deportivo,Marca A,1958.07,35,7,22,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Negro,Casual,Marca B,1329.05,44,1,20,Ciencias de la Salud,Hombre,Buena
Camisa,Dama,Verde,Casual,Marca A,1683.67,45,13,26,Ingeniería,HombreMujer,Regular
Falda,Caballero,Azul,Casual,Marca B,1178.41,36,15,22,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Dama,Azul,Formal,Marca B,250.81,39,9,28,Ciencias de la Salud,Mujer,Buena
Camisa,Caballero,Azul,Formal,Marca D,463.36,39,10,25,Artes,HombreMujer,Mala
Vestido,Dama,Rojo,Casual,Marca A,1522.48,32,3,21,Deportes,Mujer,Mala
Pantalón,Caballero,Azul,Formal,Marca C,1936.1,32,13,28,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Rojo,Formal,Marca D,1832.63,42,10,28,Deportes,Mujer,Regular
Falda,Dama,Azul,Casual,Marca A,1250.37,39,17,29,Educación,Hombre,Buena
Pantalón,Dama,Rojo,Casual,Marca B,1560.82,34,16,20,Educación,Hombre,Regular
Pantalón,Dama,Verde,Formal,Marca C,951.99,36,16,22,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Verde,Formal,Marca C,869.44,32,10,25,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Rojo,Deportivo,Marca C,1501.09,40,1,26,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Caballero,Blanco,Casual,Marca C,366.75,35,1,21,Ciencias de la Salud,HombreMujer,Regular
Camisa,Dama,Verde,Deportivo,Marca D,1807.43,42,18,24,Ingeniería,HombreMujer,Buena
Pantalón,Dama,Azul,Deportivo,Marca C,1691.81,36,12,29,Artes,HombreMujer,Regular
Camisa,Dama,Negro,Formal,Marca C,1379.55,38,15,22,Artes,Mujer,Regular
Pantalón,Dama,Rojo,Formal,Marca B,1557.03,41,7,23,Deportes,Hombre,Buena
Camisa,Dama,Rojo,Casual,Marca B,1298.05,37,0,25,Deportes,HombreMujer,Buena
Falda,Caballero,Negro,Casual,Marca B,680.13,45,3,25,Artes,Mujer,Mala
Chaqueta,Dama,Blanco,Formal,Marca D,763.47,35,11,26,Ciencias de la Salud,Mujer,Buena
Pantalón,Caballero,Negro,Casual,Marca B,1833.97,36,2,23,Educación,Hombre,Buena
Pantalón,Caballero,Rojo,Formal,Marca D,552.84,42,9,29,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Caballero,Blanco,Formal,Marca D,1306.74,34,12,23,Ciencias de la Salud,Mujer,Mala
Camisa,Caballero,Rojo,Deportivo,Marca A,1074.87,36,0,30,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Azul,Casual,Marca B,1583.06,35,7,30,Artes,Mujer,Buena
Chaqueta,Dama,Rojo,Formal,Marca A,782.78,43,6,27,Ciencias de la Salud,HombreMujer,Regular
Falda,Caballero,Blanco,Deportivo,Marca C,636.79,39,14,26,Ingeniería,Hombre,Buena
Chaqueta,Dama,Blanco,Formal,Marca D,421.28,42,1,26,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Rojo,Casual,Marca C,349.3,38,2,22,Ciencias Sociales y Humanidades,HombreMujer,Mala
Pantalón,Dama,Rojo,Formal,Marca D,1825.35,33,8,20,Ingeniería,Mujer,Mala
Chaqueta,Dama,Rojo,Formal,Marca C,1764.94,45,4,26,Deportes,Mujer,Buena
Camisa,Caballero,Azul,Deportivo,Marca A,1650.73,44,11,20,Ciencias de la Salud,Mujer,Buena
Pantalón,Dama,Blanco,Deportivo,Marca C,691.22,34,15,27,Deportes,Hombre,Regular
Camisa,Dama,Azul,Formal,Marca D,1915,33,17,29,Artes,HombreMujer,Regular
Camisa,Caballero,Verde,Deportivo,Marca D,505.38,33,10,23,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Blanco,Deportivo,Marca C,1642.6,35,13,23,Artes,HombreMujer,Mala
Falda,Caballero,Azul,Deportivo,Marca A,1134.29,35,13,29,Deportes,Mujer,Buena
Camisa,Caballero,Negro,Deportivo,Marca D,1883.69,37,5,29,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Verde,Formal,Marca A,601.93,44,7,29,Ingeniería,Hombre,Regular
Pantalón,Dama,Verde,Deportivo,Marca D,1183.92,32,14,25,Educación,HombreMujer,Buena
Camisa,Dama,Negro,Deportivo,Marca A,1816.61,44,19,29,Artes,HombreMujer,Buena
Falda,Caballero,Rojo,Formal,Marca D,1689.68,34,16,20,Educación,Hombre,Mala
Pantalón,Dama,Blanco,Casual,Marca A,724.8,34,6,27,Artes,Mujer,Buena
Pantalón,Caballero,Azul,Deportivo,Marca A,711.01,38,13,28,Deportes,Hombre,Regular
Chaqueta,Caballero,Verde,Deportivo,Marca B,1311.57,38,5,22,Educación,HombreMujer,Regular
Falda,Caballero,Rojo,Deportivo,Marca A,1010.31,34,4,27,Deportes,Hombre,Buena
Camisa,Dama,Blanco,Formal,Marca C,1079.28,35,10,20,Educación,Mujer,Buena
Falda,Caballero,Verde,Casual,Marca C,522.11,34,1,30,Artes,Mujer,Mala
Camisa,Dama,Azul,Deportivo,Marca D,1272.73,32,3,30,Artes,Hombre,Regular
Pantalón,Caballero,Rojo,Deportivo,Marca B,1526.8,44,11,28,Artes,Hombre,Regular
Falda,Dama,Negro,Formal,Marca D,1400.87,43,6,29,Educación,Mujer,Regular
Chaqueta,Caballero,Negro,Formal,Marca D,834.48,37,13,29,Artes,Mujer,Buena
Pantalón,Dama,Rojo,Formal,Marca A,1683.73,41,12,27,Ingeniería,Hombre,Buena
Camisa,Caballero,Rojo,Casual,Marca D,281.97,44,4,22,Artes,Hombre,Regular
Chaqueta,Dama,Azul,Casual,Marca C,270.61,37,1,23,Artes,Hombre,Buena
Pantalón,Caballero,Verde,Deportivo,Marca D,1433.45,43,5,27,Ciencias de la Salud,Mujer,Buena
Chaqueta,Caballero,Blanco,Deportivo,Marca A,1769.52,34,19,29,Deportes,Hombre,Buena
Pantalón,Dama,Blanco,Formal,Marca B,1626.2,38,9,23,Deportes,Mujer,Buena
Falda,Dama,Verde,Deportivo,Marca D,986.86,41,14,24,Deportes,HombreMujer,Regular
Pantalón,Dama,Verde,Casual,Marca C,422.91,45,12,20,Ciencias de la Salud,Mujer,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca A,1458.31,39,17,29,Artes,Hombre,Buena
Chaqueta,Dama,Negro,Casual,Marca B,1541.82,42,16,25,Ciencias de la Salud,Hombre,Buena
Camisa,Caballero,Blanco,Formal,Marca B,359.21,38,12,20,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Dama,Negro,Deportivo,Marca C,1268.49,44,4,30,Deportes,HombreMujer,Regular
Chaqueta,Caballero,Blanco,Formal,Marca C,824.92,38,16,27,Artes,Mujer,Buena
Pantalón,Caballero,Blanco,Formal,Marca A,1821.37,45,2,22,Educación,Mujer,Buena
Falda,Dama,Rojo,Formal,Marca D,262.85,33,19,21,Ciencias de la Salud,HombreMujer,Buena
Chaqueta,Caballero,Blanco,Deportivo,Marca A,1200.43,37,9,21,Artes,Hombre,Buena
Falda,Dama,Rojo,Formal,Marca C,951.3,37,0,26,Artes,Hombre,Buena
Pantalón,Dama,Verde,Casual,Marca C,1098.95,34,16,26,Ingeniería,Hombre,Regular
Pantalón,Caballero,Rojo,Formal,Marca A,1533.14,34,12,24,Artes,Hombre,Buena
Vestido,Caballero,Negro,Casual,Marca B,1899.35,43,18,24,Ingeniería,Hombre,Regular
Vestido,Caballero,Negro,Deportivo,Marca D,1561.92,41,10,22,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Verde,Casual,Marca A,1083.49,32,1,23,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Azul,Formal,Marca B,1924.46,45,14,29,Artes,Mujer,Regular
Vestido,Caballero,Azul,Deportivo,Marca A,1687.8,36,15,21,Ciencias de la Salud,Mujer,Mala
Vestido,Caballero,Blanco,Casual,Marca B,721.63,35,16,23,Deportes,Mujer,Regular
Chaqueta,Caballero,Rojo,Deportivo,Marca D,1764.31,44,11,20,Ciencias de la Salud,Mujer,Buena
Chaqueta,Dama,Azul,Formal,Marca A,1248.43,35,4,24,Ciencias de la Salud,Hombre,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca C,1041.91,41,9,26,Educación,Mujer,Buena
Pantalón,Caballero,Negro,Formal,Marca C,948.96,40,6,20,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Caballero,Rojo,Formal,Marca A,1763.81,40,6,23,Educación,Mujer,Regular
Camisa,Caballero,Rojo,Casual,Marca A,1011.21,37,0,28,Deportes,Mujer,Buena
Pantalón,Caballero,Blanco,Deportivo,Marca C,1277.67,41,5,24,Educación,HombreMujer,Mala
Camisa,Dama,Blanco,Casual,Marca B,1262.37,42,15,28,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Caballero,Negro,Deportivo,Marca C,504.96,44,11,26,Educación,HombreMujer,Regular
Falda,Dama,Negro,Formal,Marca B,946.19,43,19,27,Ciencias de la Salud,HombreMujer,Buena
Camisa,Caballero,Rojo,Formal,Marca C,304.62,40,4,29,Artes,Mujer,Buena
Camisa,Caballero,Rojo,Deportivo,Marca D,1428.39,45,2,30,Artes,Hombre,Regular
Pantalón,Caballero,Negro,Formal,Marca B,1513.31,32,14,21,Artes,Mujer,Regular
Falda,Dama,Rojo,Deportivo,Marca C,1725.24,44,17,22,Ciencias de la Salud,Mujer,Buena
Vestido,Caballero,Negro,Casual,Marca B,1536.24,34,5,23,Educación,Mujer,Regular
Vestido,Caballero,Rojo,Deportivo,Marca B,1101.27,39,16,23,Ingeniería,Mujer,Buena
Vestido,Caballero,Azul,Formal,Marca B,754.49,42,10,21,Educación,Mujer,Mala
Falda,Caballero,Rojo,Casual,Marca B,941.76,44,15,26,Educación,Hombre,Mala
Camisa,Caballero,Verde,Deportivo,Marca C,1513.86,38,10,20,Deportes,Hombre,Regular
Camisa,Dama,Negro,Casual,Marca A,1618.46,33,1,20,Ciencias de la Salud,Hombre,Mala
Pantalón,Caballero,Azul,Deportivo,Marca D,1452.4,35,1,21,Ingeniería,HombreMujer,Regular
Camisa,Dama,Negro,Deportivo,Marca B,411.7,37,13,29,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Caballero,Verde,Deportivo,Marca A,820.63,39,1,26,Ciencias de la Salud,HombreMujer,Regular
Camisa,Caballero,Verde,Formal,Marca C,1702.51,42,10,21,Ciencias de la Salud,Mujer,Mala
Chaqueta,Dama,Azul,Formal,Marca A,1549.56,40,14,30,Educación,HombreMujer,Buena
Vestido,Dama,Negro,Formal,Marca A,1702.64,36,17,27,Artes,Hombre,Regular
Chaqueta,Caballero,Verde,Casual,Marca C,1431.58,42,6,25,Deportes,Hombre,Mala
Chaqueta,Caballero,Blanco,Formal,Marca A,1887.4,37,19,29,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Verde,Deportivo,Marca C,1087.12,41,3,22,Ingeniería,HombreMujer,Regular
Camisa,Caballero,Negro,Formal,Marca D,1841.26,33,3,21,Ingeniería,Hombre,Mala
Chaqueta,Dama,Blanco,Casual,Marca D,980.75,43,17,29,Educación,HombreMujer,Regular
Vestido,Caballero,Rojo,Formal,Marca B,951.68,38,15,21,Artes,Mujer,Buena
Camisa,Caballero,Blanco,Formal,Marca B,1109.51,40,5,21,Deportes,Mujer,Mala
Pantalón,Caballero,Rojo,Formal,Marca D,1486.57,34,16,20,Ciencias de la Salud,Hombre,Regular
Vestido,Caballero,Rojo,Casual,Marca A,1823.43,41,7,28,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Negro,Casual,Marca A,1625.89,42,1,22,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Blanco,Casual,Marca D,1206.09,43,14,26,Artes,Mujer,Buena
Vestido,Dama,Azul,Deportivo,Marca B,691.83,38,10,20,Deportes,Hombre,Buena
Camisa,Caballero,Negro,Formal,Marca B,624.03,40,12,21,Artes,Mujer,Regular
Vestido,Caballero,Negro,Casual,Marca D,1412.29,37,3,21,Ingeniería,Mujer,Regular
Camisa,Caballero,Negro,Deportivo,Marca B,547.33,37,10,30,Educación,Mujer,Buena
Falda,Caballero,Azul,Deportivo,Marca D,658.67,43,7,26,Artes,Hombre,Buena
Chaqueta,Caballero,Azul,Casual,Marca B,531.09,36,4,27,Deportes,Hombre,Regular
Vestido,Caballero,Azul,Deportivo,Marca C,1685.85,45,13,23,Deportes,Hombre,Regular
Vestido,Dama,Verde,Formal,Marca A,992.14,34,8,22,Educación,Hombre,Buena
Falda,Dama,Azul,Casual,Marca D,1041.04,43,5,21,Ciencias de la Salud,Hombre,Regular
Vestido,Caballero,Rojo,Formal,Marca C,1163.34,34,0,27,Ingeniería,Mujer,Regular
Vestido,Caballero,Rojo,Deportivo,Marca B,488.03,42,13,23,Educación,Mujer,Mala
Chaqueta,Caballero,Azul,Casual,Marca D,1357.98,43,9,25,Ciencias Sociales y Humanidades,HombreMujer,Mala
Vestido,Caballero,Verde,Formal,Marca B,651,36,8,26,Ingeniería,Hombre,Mala
Falda,Caballero,Negro,Formal,Marca C,1432.85,45,3,20,Educación,Hombre,Buena
Falda,Caballero,Blanco,Deportivo,Marca C,256.24,41,5,28,Artes,Hombre,Mala
Chaqueta,Dama,Verde,Deportivo,Marca D,1047.98,33,0,28,Educación,Hombre,Regular
Vestido,Caballero,Rojo,Formal,Marca C,987.47,36,15,21,Ingeniería,HombreMujer,Regular
Camisa,Dama,Rojo,Casual,Marca D,1766.23,37,0,20,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Dama,Azul,Deportivo,Marca D,551.91,33,3,29,Educación,HombreMujer,Buena
Chaqueta,Caballero,Blanco,Formal,Marca C,444.09,45,16,24,Ingeniería,Mujer,Buena
Pantalón,Caballero,Azul,Deportivo,Marca A,411.4,40,19,23,Ciencias Sociales y Humanidades,HombreMujer,Mala
Falda,Dama,Blanco,Casual,Marca A,1072.61,36,10,30,Deportes,Hombre,Buena
Falda,Caballero,Negro,Formal,Marca D,1084.66,44,16,20,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Azul,Casual,Marca A,584.04,40,0,26,Artes,Mujer,Regular
Vestido,Caballero,Blanco,Casual,Marca B,928.68,41,5,23,Artes,Mujer,Regular
Chaqueta,Caballero,Azul,Formal,Marca B,315.63,33,6,29,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Dama,Negro,Formal,Marca C,1130.44,36,17,25,Ingeniería,HombreMujer,Mala
Camisa,Caballero,Negro,Casual,Marca A,304.22,33,1,29,Artes,Mujer,Buena
Chaqueta,Dama,Blanco,Formal,Marca D,1528.31,44,8,24,Deportes,Mujer,Regular
Camisa,Dama,Blanco,Casual,Marca D,1496.8,34,8,22,Educación,Mujer,Regular
Chaqueta,Dama,Verde,Deportivo,Marca A,527.51,35,16,20,Ingeniería,HombreMujer,Buena
Camisa,Caballero,Azul,Deportivo,Marca B,1552.3,34,5,23,Ingeniería,Hombre,Buena
Vestido,Caballero,Blanco,Deportivo,Marca A,621.12,39,18,27,Ciencias de la Salud,Hombre,Regular
Vestido,Dama,Negro,Deportivo,Marca C,1902.4,33,3,21,Deportes,Mujer,Mala
Pantalón,Dama,Rojo,Formal,Marca D,1457.73,32,10,26,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Caballero,Verde,Deportivo,Marca D,538.42,32,12,29,Ciencias de la Salud,Hombre,Buena
Camisa,Dama,Azul,Formal,Marca C,1334.38,38,11,24,Deportes,Hombre,Mala
Falda,Caballero,Azul,Deportivo,Marca C,1532.37,33,0,23,Deportes,Mujer,Buena
Chaqueta,Caballero,Azul,Casual,Marca A,649.25,40,18,22,Educación,Hombre,Regular
Pantalón,Dama,Rojo,Formal,Marca D,1645.76,38,1,24,Ciencias de la Salud,HombreMujer,Regular
Chaqueta,Dama,Negro,Formal,Marca D,237.66,41,2,26,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Dama,Blanco,Casual,Marca A,925.66,43,8,27,Deportes,Mujer,Regular
Camisa,Caballero,Blanco,Casual,Marca B,1499.56,37,4,28,Ingeniería,HombreMujer,Mala
Camisa,Dama,Azul,Casual,Marca B,1533.15,42,15,20,Artes,Hombre,Regular
Pantalón,Caballero,Rojo,Deportivo,Marca C,1298.41,42,18,23,Ciencias Sociales y Humanidades,HombreMujer,Regular
Vestido,Caballero,Negro,Casual,Marca D,1358.24,44,11,22,Artes,Mujer,Buena
Vestido,Dama,Blanco,Deportivo,Marca B,1024.07,35,7,23,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Dama,Blanco,Casual,Marca C,1317.81,41,12,21,Artes,HombreMujer,Mala
Falda,Caballero,Azul,Casual,Marca B,842.49,37,14,24,Educación,Hombre,Regular
Pantalón,Dama,Negro,Formal,Marca D,595.27,45,9,26,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Blanco,Deportivo,Marca C,790.7,33,4,30,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Verde,Casual,Marca D,1946.82,37,13,30,Artes,Mujer,Buena
Pantalón,Caballero,Azul,Formal,Marca A,257.43,36,19,30,Deportes,Hombre,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca D,1919.75,45,10,29,Ingeniería,Hombre,Mala
Vestido,Caballero,Azul,Formal,Marca B,1461.06,40,11,21,Educación,Hombre,Buena
Vestido,Caballero,Rojo,Deportivo,Marca C,1535.54,35,6,27,Educación,HombreMujer,Buena
Vestido,Dama,Negro,Casual,Marca D,479.75,43,1,24,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Dama,Rojo,Deportivo,Marca C,1857.51,32,15,23,Educación,Mujer,Buena
Falda,Caballero,Rojo,Formal,Marca B,1949.8,36,8,20,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Dama,Azul,Deportivo,Marca A,1059.12,45,17,25,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Caballero,Verde,Deportivo,Marca A,899.9,34,8,22,Artes,Hombre,Regular
Chaqueta,Caballero,Rojo,Deportivo,Marca C,683.67,41,15,29,Deportes,HombreMujer,Regular
Vestido,Dama,Rojo,Deportivo,Marca B,1518.15,33,17,26,Ingeniería,HombreMujer,Buena
Chaqueta,Dama,Negro,Casual,Marca B,1155.74,42,7,20,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Dama,Verde,Casual,Marca C,964.28,43,2,22,Ciencias Sociales y Humanidades,Mujer,Mala
Camisa,Dama,Blanco,Casual,Marca B,812.56,37,1,26,Deportes,Hombre,Buena
Falda,Caballero,Blanco,Casual,Marca B,822.1,32,7,20,Ciencias de la Salud,Hombre,Buena
Chaqueta,Dama,Verde,Casual,Marca D,1348.76,33,14,24,Ciencias de la Salud,HombreMujer,Mala
Falda,Caballero,Azul,Deportivo,Marca C,550.83,37,5,22,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Azul,Casual,Marca C,1923.96,37,5,30,Artes,Hombre,Regular
Falda,Caballero,Negro,Deportivo,Marca B,336.32,34,7,20,Deportes,HombreMujer,Mala
Chaqueta,Dama,Blanco,Casual,Marca A,1986.69,43,8,21,Ingeniería,Mujer,Mala
Pantalón,Caballero,Verde,Formal,Marca C,1398.35,32,12,26,Deportes,Mujer,Regular
Camisa,Dama,Azul,Deportivo,Marca B,376.91,36,0,25,Educación,HombreMujer,Mala
Falda,Caballero,Verde,Formal,Marca A,1933.55,40,8,23,Deportes,HombreMujer,Buena
Vestido,Dama,Blanco,Casual,Marca B,1545.7,45,1,24,Educación,Hombre,Regular
Vestido,Dama,Blanco,Formal,Marca C,277.54,41,3,26,Artes,Mujer,Buena
Pantalón,Dama,Verde,Deportivo,Marca B,1613.99,41,8,27,Deportes,Hombre,Regular
Pantalón,Dama,Azul,Deportivo,Marca A,693.57,41,4,24,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Negro,Deportivo,Marca A,1198.54,32,1,26,Ciencias de la Salud,Hombre,Regular
Chaqueta,Dama,Negro,Deportivo,Marca C,1687.63,34,18,26,Ingeniería,Mujer,Regular
Pantalón,Dama,Negro,Casual,Marca C,1142.3,38,18,24,Artes,Mujer,Buena
Pantalón,Caballero,Blanco,Formal,Marca D,1982.1,38,1,22,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Dama,Blanco,Deportivo,Marca C,1813.33,44,18,25,Deportes,Mujer,Regular
Chaqueta,Dama,Negro,Deportivo,Marca A,1546.65,33,18,29,Artes,Hombre,Buena
Chaqueta,Caballero,Rojo,Casual,Marca A,859,38,19,25,Ciencias Sociales y Humanidades,HombreMujer,Buena
Falda,Dama,Azul,Formal,Marca B,649.37,43,8,23,Ciencias de la Salud,Hombre,Buena
Falda,Caballero,Rojo,Formal,Marca D,1713.16,45,12,24,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Dama,Negro,Formal,Marca A,577.22,35,4,27,Deportes,Hombre,Buena
Vestido,Caballero,Azul,Deportivo,Marca C,1148.57,41,17,20,Ciencias de la Salud,HombreMujer,Regular
